##FastQC	0.11.9
>>Basic Statistics	pass
#Measure	Value
Filename	sel3_SRR5819797.trim_2P.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	2098888
Sequences flagged as poor quality	0
Sequence length	36-101
%GC	39
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	29.871835943604424	31.0	30.0	33.0	25.0	34.0
2	30.31686826548153	31.0	30.0	34.0	26.0	34.0
3	30.592267429229192	31.0	30.0	34.0	26.0	34.0
4	34.34732296339776	35.0	35.0	37.0	30.0	37.0
5	34.470608245890205	37.0	35.0	37.0	30.0	37.0
6	34.576718719626776	37.0	35.0	37.0	30.0	37.0
7	34.67463961869333	37.0	35.0	37.0	30.0	37.0
8	34.70565556618552	37.0	35.0	37.0	30.0	37.0
9	36.22830899028438	39.0	35.0	39.0	31.0	39.0
10-11	36.29408977515713	39.0	35.0	39.0	32.0	39.0
12-13	36.31684444334333	39.0	35.0	39.0	32.0	39.0
14-15	37.526646252682376	40.0	36.0	41.0	32.0	41.0
16-17	37.52532841199721	40.0	36.0	41.0	32.0	41.0
18-19	37.58966676640202	40.0	36.5	41.0	32.0	41.0
20-21	37.53945946615541	40.0	36.5	41.0	31.5	41.0
22-23	37.394721633550716	39.5	36.0	41.0	31.0	41.0
24-25	37.43762983065319	39.0	36.0	41.0	31.0	41.0
26-27	37.32502234516563	39.0	36.0	41.0	31.0	41.0
28-29	37.251441239361036	39.0	36.0	41.0	31.0	41.0
30-31	37.1613804547932	39.0	36.0	41.0	31.0	41.0
32-33	37.01922017754163	39.0	36.0	40.0	30.0	41.0
34-35	36.85198781449987	39.0	36.0	40.0	30.0	41.0
36-37	36.8085999542571	39.0	35.5	40.0	30.0	41.0
38-39	36.79641080296704	39.0	35.0	40.0	30.0	41.0
40-41	36.874770902129505	39.0	35.0	40.0	30.0	41.0
42-43	36.999108258791836	39.0	35.5	40.0	30.0	41.0
44-45	37.021523505236075	39.0	35.5	40.0	30.0	41.0
46-47	36.984787833298526	39.0	35.0	40.0	30.0	41.0
48-49	37.10900702318973	39.0	36.0	40.0	31.0	41.0
50-51	36.47660050523169	38.5	35.0	39.5	30.5	40.5
52-53	36.695072591322415	38.5	35.0	40.0	30.5	41.0
54-55	37.1412843896679	39.0	36.0	40.0	31.0	41.0
56-57	37.15585406529234	39.0	36.0	40.0	31.0	41.0
58-59	37.07118872945871	39.0	35.5	40.0	31.0	41.0
60-61	36.95982453351753	39.0	35.0	40.0	31.0	41.0
62-63	36.840951361681114	39.0	35.0	40.0	31.0	41.0
64-65	36.71327452244715	38.5	35.0	40.0	30.5	41.0
66-67	36.5581364249029	38.0	35.0	40.0	30.0	41.0
68-69	36.43998150502988	38.0	35.0	40.0	30.0	41.0
70-71	36.20143430294308	37.5	34.0	40.0	30.0	41.0
72-73	35.924619502005235	37.0	34.0	39.5	30.0	41.0
74-75	35.60261636547473	36.5	34.0	39.0	29.5	41.0
76-77	35.01992934479692	36.0	33.5	39.0	29.0	40.0
78-79	35.01287273289071	36.0	34.0	38.5	29.0	40.0
80-81	34.765202526628485	35.5	34.0	37.5	29.0	39.0
82-83	34.468372719887476	35.0	33.0	37.0	29.0	39.0
84-85	34.15173511818938	35.0	33.0	36.5	29.0	39.0
86-87	33.86390286980631	35.0	33.0	36.0	29.0	37.5
88-89	33.615100480294586	35.0	33.0	36.0	29.0	37.0
90-91	33.41167838651003	35.0	33.0	35.5	29.0	37.0
92-93	33.2411562274889	34.5	32.0	35.0	29.0	36.0
94-95	33.102175307284604	34.0	32.0	35.0	29.0	36.0
96-97	33.0463222345128	34.0	32.0	35.0	29.0	36.0
98-99	33.089050092007284	34.0	32.0	35.0	29.0	36.0
100-101	32.58840766236071	34.0	31.5	35.0	27.5	35.5
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
1101	1	0.40787247828679085
1101	2	0.25350278681985117
1101	3	0.44808271131104505
1101	4	0.24411396752902448
1101	5	0.28235412448295705
1101	6	0.3418441722369323
1101	7	0.3343922114537037
1101	8	0.38111940293137536
1101	9	0.38910930782507336
1101	10-11	0.34196747549177786
1101	12-13	0.375353374629384
1101	14-15	0.4974968205326675
1101	16-17	0.5374001719261514
1101	18-19	0.5039753407676528
1101	20-21	0.5073079547546797
1101	22-23	0.5451325795060171
1101	24-25	0.44987642900665037
1101	26-27	0.352615063456895
1101	28-29	-0.2975072923008426
1101	30-31	-0.3893995636404668
1101	32-33	-0.24330380822711106
1101	34-35	0.21154408068942843
1101	36-37	0.43581437354234254
1101	38-39	0.33029483833605155
1101	40-41	0.4835450378927746
1101	42-43	0.50598828809445
1101	44-45	0.3886698631985439
1101	46-47	0.47738990711639673
1101	48-49	0.5533396640676358
1101	50-51	0.6333672509568373
1101	52-53	0.5887291059504633
1101	54-55	0.5280608978883521
1101	56-57	0.1062882965115719
1101	58-59	-0.0539761623745747
1101	60-61	-0.01695962039767096
1101	62-63	0.3182676886112432
1101	64-65	0.3189821613496875
1101	66-67	-0.006734528897375469
1101	68-69	-0.02041807750868685
1101	70-71	0.004044134259572729
1101	72-73	-0.33729417626000924
1101	74-75	-0.41982162903145337
1101	76-77	-0.3283857342715919
1101	78-79	-0.2722263803000189
1101	80-81	-0.05755301340516894
1101	82-83	0.04754883189427517
1101	84-85	-0.00943695883342599
1101	86-87	-0.2848155500858809
1101	88-89	-0.10225521775623037
1101	90-91	-0.25765044403049586
1101	92-93	-0.25208603122235473
1101	94-95	-0.21134612995374624
1101	96-97	-0.016712259880122815
1101	98-99	-0.2810275515578837
1101	100-101	-0.15847240294511522
1102	1	0.5002933557590659
1102	2	0.4448161781971187
1102	3	0.3933098098350527
1102	4	0.2636274728977597
1102	5	0.35015055143997387
1102	6	0.44146518335438145
1102	7	0.4629555913663097
1102	8	0.32016672249401523
1102	9	0.5447951237485
1102	10-11	0.5397354700935608
1102	12-13	0.38343055471624865
1102	14-15	0.5368184730159129
1102	16-17	0.49449155508816744
1102	18-19	0.4816297369731828
1102	20-21	0.3278280572159744
1102	22-23	0.3401241611704222
1102	24-25	0.3914084678161558
1102	26-27	0.41373889488053806
1102	28-29	0.40790058752332214
1102	30-31	0.3058412924747813
1102	32-33	0.40768935883590984
1102	34-35	0.5565463081089632
1102	36-37	0.5667174411971843
1102	38-39	0.5282523696085448
1102	40-41	0.5114542203981998
1102	42-43	0.3639475040458606
1102	44-45	0.5290742744281403
1102	46-47	0.474339031906446
1102	48-49	0.5753237690698256
1102	50-51	0.4112469910655747
1102	52-53	0.4685702855570497
1102	54-55	0.4344447218520884
1102	56-57	0.3918315666615726
1102	58-59	0.45187919692521206
1102	60-61	0.3547933277257016
1102	62-63	0.042081496410986574
1102	64-65	0.11479271815478143
1102	66-67	0.2307590105658548
1102	68-69	0.22688554380909665
1102	70-71	0.052882496033880955
1102	72-73	0.20304742581686241
1102	74-75	0.18875218593108656
1102	76-77	-0.051802728129786146
1102	78-79	0.18396080317965868
1102	80-81	0.16585172922187041
1102	82-83	0.2884242971492412
1102	84-85	0.365856924986808
1102	86-87	0.36070214656357535
1102	88-89	0.29503069890100875
1102	90-91	0.16981865651026595
1102	92-93	0.0401981921643042
1102	94-95	-0.028344760572188932
1102	96-97	0.1358440819038904
1102	98-99	0.19022137403408124
1102	100-101	0.2443366719970257
1103	1	-0.4160815024556115
1103	2	-0.2851672194544719
1103	3	-0.2774846315466206
1103	4	-0.20937343326095004
1103	5	-0.15297949817696832
1103	6	-0.19347230436812168
1103	7	0.004300508322884866
1103	8	-0.1983239846266187
1103	9	-0.3066838793501816
1103	10-11	-0.17731932399296113
1103	12-13	-0.24864698838965893
1103	14-15	-0.2978235626094303
1103	16-17	-0.34978475361412364
1103	18-19	-0.2985383776463948
1103	20-21	-0.3306654380853047
1103	22-23	-0.21751640432330532
1103	24-25	-0.23683405954286485
1103	26-27	-0.19658830445536069
1103	28-29	-0.1283456024911942
1103	30-31	-0.24681064752863335
1103	32-33	-0.24123529058205406
1103	34-35	-0.2584881639426939
1103	36-37	-0.23382500932600436
1103	38-39	-0.31450468344522875
1103	40-41	-0.2537085691138188
1103	42-43	-0.25972667075903644
1103	44-45	-0.08042282748008489
1103	46-47	-0.231387147956994
1103	48-49	-0.2513110493170956
1103	50-51	-0.3328751683772282
1103	52-53	-0.32334824818093466
1103	54-55	-0.28685811149256324
1103	56-57	-0.28650895931478715
1103	58-59	-0.26936778009635987
1103	60-61	-0.37032881695064646
1103	62-63	-0.46193806326772346
1103	64-65	-0.3829851369400288
1103	66-67	-0.3275648212523734
1103	68-69	-0.3157435789602445
1103	70-71	-0.28333037476159717
1103	72-73	-0.25549756734239537
1103	74-75	-0.183847932754027
1103	76-77	-0.05064564561557461
1103	78-79	-0.22549505893005772
1103	80-81	-0.24464840289632406
1103	82-83	-0.4356563203189978
1103	84-85	-0.2651140132418348
1103	86-87	-0.19005065392247644
1103	88-89	-0.21292480573399786
1103	90-91	-0.09228161943688207
1103	92-93	-0.14468087827521003
1103	94-95	-0.1765078980760606
1103	96-97	-0.2242485296772756
1103	98-99	-0.15883451992019104
1103	100-101	-0.13116428120694934
1104	1	-0.12562416698205325
1104	2	-0.14879635095142874
1104	3	-0.022565907061650847
1104	4	0.16942356961841654
1104	5	-0.020819596245999605
1104	6	0.040357013357947835
1104	7	0.07381250613700985
1104	8	0.11408911908232255
1104	9	0.04833601574657109
1104	10-11	0.08502758580541325
1104	12-13	-0.02654980283926278
1104	14-15	-0.020884621456893626
1104	16-17	-0.009108159203549349
1104	18-19	0.06050518076637701
1104	20-21	0.10469093824788445
1104	22-23	0.2268271716113759
1104	24-25	0.13658871613026946
1104	26-27	0.2383197860382893
1104	28-29	0.038753405741424274
1104	30-31	0.07168024543796037
1104	32-33	0.16807569525741428
1104	34-35	0.24288220441366803
1104	36-37	0.11644446468277891
1104	38-39	0.17508185295596235
1104	40-41	0.2023122481656756
1104	42-43	0.2324951880272721
1104	44-45	0.028312487591932722
1104	46-47	0.005298506641771894
1104	48-49	-0.07537875736096566
1104	50-51	-0.007655414112228698
1104	52-53	-0.013344311077858606
1104	54-55	0.0235528271986567
1104	56-57	0.04432370549253051
1104	58-59	0.14067342056601007
1104	60-61	-0.016769382842490188
1104	62-63	0.05378538242166542
1104	64-65	0.06464270538766215
1104	66-67	0.056304934224051806
1104	68-69	0.030727943998726914
1104	70-71	0.005058568451410395
1104	72-73	-0.04678698342117116
1104	74-75	0.07768372224047226
1104	76-77	0.009810808491707235
1104	78-79	0.07943785171648443
1104	80-81	0.058403255080520466
1104	82-83	0.12625173504570597
1104	84-85	0.02413975513754707
1104	86-87	0.06054103938716793
1104	88-89	0.12136898946690877
1104	90-91	0.00780471700119989
1104	92-93	0.08677862514829116
1104	94-95	-0.04491891819063909
1104	96-97	0.17296182076878353
1104	98-99	0.031179442170980565
1104	100-101	0.05072865476959265
1105	1	0.0647756752810551
1105	2	0.09460138172901722
1105	3	-0.019628353969995516
1105	4	0.11390174070068326
1105	5	0.10744243675125631
1105	6	0.08501219369539115
1105	7	0.0038886616264477425
1105	8	0.043240201077338725
1105	9	0.17716991909714608
1105	10-11	0.12127556776648163
1105	12-13	0.06871979530229311
1105	14-15	0.019550096373457393
1105	16-17	-0.042902620918994216
1105	18-19	0.06984356790667334
1105	20-21	0.172555048806025
1105	22-23	0.11613727285059383
1105	24-25	0.031742976582933125
1105	26-27	0.13499674859505006
1105	28-29	0.12005128088911476
1105	30-31	0.11795875185936211
1105	32-33	0.13887472748821494
1105	34-35	0.14491651366988378
1105	36-37	0.2970764196446183
