##FastQC	0.11.9
>>Basic Statistics	pass
#Measure	Value
Filename	sel3_SRR5819797.trim_2U.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	213944
Sequences flagged as poor quality	0
Sequence length	36-101
%GC	39
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	27.712144299442844	30.0	27.0	31.0	16.0	33.0
2	29.166730546311186	31.0	28.0	31.0	25.0	34.0
3	29.889494447145047	31.0	30.0	31.0	25.0	34.0
4	34.11476367647609	35.0	33.0	37.0	30.0	37.0
5	34.43257581423176	35.0	35.0	37.0	30.0	37.0
6	34.520393187002206	35.0	35.0	37.0	30.0	37.0
7	34.60590621844969	35.0	35.0	37.0	31.0	37.0
8	34.62390625584265	35.0	35.0	37.0	31.0	37.0
9	36.08297965822832	37.0	35.0	39.0	31.0	39.0
10-11	36.05177523090154	37.0	35.0	39.0	31.0	39.0
12-13	36.03265807874958	37.0	35.0	39.0	30.5	39.0
14-15	37.05547012302284	39.0	36.0	40.0	31.0	41.0
16-17	36.99856738211869	38.0	36.0	40.0	31.0	41.0
18-19	37.08719337770631	38.5	36.0	40.0	31.0	41.0
20-21	37.03415613431552	39.0	36.0	40.0	31.0	41.0
22-23	36.90147889167259	39.0	36.0	40.0	31.0	41.0
24-25	36.798994129304866	38.5	36.0	40.0	31.0	41.0
26-27	36.598308435852374	38.0	35.0	40.0	30.0	41.0
28-29	36.45527334255693	38.0	35.0	40.0	30.0	41.0
30-31	36.3311707736604	38.0	35.0	40.0	30.0	41.0
32-33	35.946422895711024	38.0	34.0	40.0	29.0	41.0
34-35	35.68518631043638	38.0	34.0	40.0	28.0	41.0
36-37	35.579280666820935	38.0	34.0	40.0	27.5	41.0
38-39	35.55266717565046	38.0	34.0	40.0	28.0	41.0
40-41	35.802940161056355	38.0	34.0	40.0	29.0	41.0
42-43	35.927650796795376	38.0	34.0	40.0	29.0	41.0
44-45	36.00221171483393	38.0	34.0	40.0	30.0	41.0
46-47	35.979851532888446	38.0	34.0	40.0	29.5	41.0
48-49	35.98450238807331	38.0	34.0	40.0	29.5	41.0
50-51	35.58296924157794	37.5	33.5	39.5	28.5	40.5
52-53	35.652800410483756	38.0	34.0	39.5	29.0	40.0
54-55	35.79275139239	38.0	34.0	40.0	29.0	41.0
56-57	35.68250595824357	38.0	34.0	40.0	28.0	41.0
58-59	35.517340372836955	38.0	33.5	40.0	28.0	41.0
60-61	35.421252645568416	37.0	33.0	40.0	28.0	41.0
62-63	35.28308581012061	37.0	33.0	40.0	28.0	41.0
64-65	35.15164655391331	37.0	33.0	39.0	28.0	40.0
66-67	34.901014524466625	36.5	33.0	39.0	28.0	40.0
68-69	34.665590434377535	36.0	32.0	39.0	27.5	40.0
70-71	34.41091563932547	36.0	32.0	39.0	27.0	40.0
72-73	34.18669734708403	35.5	32.0	38.5	26.0	40.0
74-75	33.9164583030294	35.0	31.5	38.0	26.0	40.0
76-77	33.078386668886395	34.0	30.5	37.0	26.0	39.0
78-79	33.70211250121858	35.0	32.0	37.0	28.0	39.0
80-81	33.62075184674353	35.0	32.0	37.0	28.0	39.0
82-83	33.377465924977415	34.0	32.0	36.0	27.5	38.5
84-85	33.08174217219442	34.0	31.5	36.0	27.0	37.5
86-87	32.80141417667721	34.0	31.0	35.5	27.0	37.0
88-89	32.5474409354819	34.0	31.0	35.0	26.0	36.5
90-91	32.34153181850356	34.0	31.0	35.0	26.0	36.0
92-93	32.15339304059848	34.0	31.0	35.0	26.0	36.0
94-95	31.99473043490876	34.0	31.0	35.0	26.0	35.5
96-97	31.93132315260679	34.0	31.0	35.0	26.0	35.0
98-99	32.068015821979316	34.0	31.0	35.0	26.5	35.0
100-101	31.66355632988538	33.0	30.0	34.5	26.0	35.0
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
1101	1	0.4813281724829075
1101	2	0.5451107451770056
1101	3	0.6538931165671293
1101	4	0.3120334529491515
1101	5	0.023456857260967467
1101	6	7.35518357785736E-4
1101	7	-0.7388643202265115
1101	8	-0.5550197158783163
1101	9	-0.6896709207687266
1101	10-11	-0.2811580994387768
1101	12-13	0.15908190577571446
1101	14-15	-0.08580780365011975
1101	16-17	0.5536737094524113
1101	18-19	0.5902180905901915
1101	20-21	0.5999488523593541
1101	22-23	0.13220062949101674
1101	24-25	0.5472571332026988
1101	26-27	0.29108577323501095
1101	28-29	-0.17405056203435265
1101	30-31	-0.12503378071939864
1101	32-33	0.5649144740869261
1101	34-35	0.6151570801247672
1101	36-37	0.6762690458263023
1101	38-39	0.8040923175893582
1101	40-41	0.6123804534506263
1101	42-43	0.9020378016814163
1101	44-45	0.6237748029586285
1101	46-47	0.7053607889099993
1101	48-49	0.6643913032390572
1101	50-51	0.3889841601516082
1101	52-53	0.37142074059811847
1101	54-55	0.25177723658523377
1101	56-57	-0.9659575085376844
1101	58-59	-0.44149593163829337
1101	60-61	0.26141956150782875
1101	62-63	0.13803698839896583
1101	64-65	0.15338821406061953
1101	66-67	0.39416874417558745
1101	68-69	-0.9244780230472429
1101	70-71	-0.5937560125147741
1101	72-73	-0.25161803875322875
1101	74-75	-0.4161116197014323
1101	76-77	-0.8124024369832341
1101	78-79	-0.36811675267596655
1101	80-81	0.030520385984047493
1101	82-83	0.039625357913223525
1101	84-85	-0.4295240224989243
1101	86-87	-0.4351479207017448
1101	88-89	-0.30313667589931015
1101	90-91	0.24659505443502638
1101	92-93	0.0064966010773943594
1101	94-95	-0.0070752603419848015
1101	96-97	0.056687570456912084
1101	98-99	0.059068085983120966
1101	100-101	0.4468448918861867
1102	1	0.8591573905899033
1102	2	0.4233514859177454
1102	3	0.283831388172068
1102	4	0.4741219303154054
1102	5	0.20607002598524815
1102	6	0.3476490986046983
1102	7	-0.11648777701663704
1102	8	0.2333033293891731
1102	9	0.37082290639177273
1102	10-11	0.2106371680509369
1102	12-13	0.31206544487035615
1102	14-15	-0.15463496414395195
1102	16-17	-0.4521647679138425
1102	18-19	-0.35353190940980994
1102	20-21	-0.49963962500689973
1102	22-23	-0.3591316750357265
1102	24-25	-0.46228504786726177
1102	26-27	-0.4557506465180765
1102	28-29	0.12792989064054439
1102	30-31	0.06084584891022615
1102	32-33	-0.03127894155093003
1102	34-35	0.22943177148279403
1102	36-37	-0.27819291846248717
1102	38-39	-0.5198735412646514
1102	40-41	-0.3410563526578656
1102	42-43	0.19181792938341147
1102	44-45	-0.02737904473649877
1102	46-47	-0.34128813088500465
1102	48-49	-0.4481637186198171
1102	50-51	0.040315978214302106
1102	52-53	-0.24659430251323755
1102	54-55	-0.29711167025745056
1102	56-57	-0.29523788917896354
1102	58-59	-0.6592234253165614
1102	60-61	-0.9240876848689794
1102	62-63	-1.235842934812645
1102	64-65	-0.6477374530912456
1102	66-67	-0.7087172243450652
1102	68-69	-0.6439108979681407
1102	70-71	-1.3970046732873058
1102	72-73	-1.073150523216377
1102	74-75	-0.7752375521179076
1102	76-77	-0.9553294515355262
1102	78-79	-0.5221443450213101
1102	80-81	-0.12658360870057805
1102	82-83	-0.7734104242619964
1102	84-85	-0.14169015628366566
1102	86-87	-0.20762369890334753
1102	88-89	-0.6316174427965322
1102	90-91	-0.5286908076133656
1102	92-93	-0.11043976905541797
1102	94-95	-0.45142715626455754
1102	96-97	-0.30572798526550216
1102	98-99	-0.2785169365665148
1102	100-101	0.06551974280424844
1103	1	-1.2302946345346335
1103	2	0.284949926463554
1103	3	0.14672937387707208
1103	4	0.11371473949886024
1103	5	-0.0035899263647607427
1103	6	-0.18581418924456017
1103	7	0.09468831135243505
1103	8	-0.022490476112238866
1103	9	0.5319665061318588
1103	10-11	0.2940246490992351
1103	12-13	0.22911114554179335
1103	14-15	-0.4473575112524557
1103	16-17	0.11876873869217519
1103	18-19	0.029509026262701354
1103	20-21	-0.12168857454123128
1103	22-23	-0.4990493705089776
1103	24-25	-0.12332035217741577
1103	26-27	0.1511369428256586
1103	28-29	0.37993335609429835
1103	30-31	0.3756606637250428
1103	32-33	-0.16534868380781376
1103	34-35	0.485442167844063
1103	36-37	0.09531801937593087
1103	38-39	-0.35644162488762987
1103	40-41	-0.20998463716393445
1103	42-43	-0.5510098918971238
1103	44-45	0.4425388939608794
1103	46-47	0.18485548892029158
1103	48-49	0.07632012263855614
1103	50-51	0.27559736349568453
1103	52-53	0.14213963240609218
1103	54-55	0.09218921652831114
1103	56-57	-0.03607480259114482
1103	58-59	0.1978213191035607
1103	60-61	-0.5784166891979865
1103	62-63	0.5038956272788653
1103	64-65	0.11866777566692832
1103	66-67	0.39395374589557264
1103	68-69	0.4407495637938439
1103	70-71	-0.146386837946757
1103	72-73	-0.11717666637670732
1103	74-75	0.04505229105925679
1103	76-77	-0.11920117332653035
1103	78-79	0.02684248375275189
1103	80-81	-0.17202433818385998
1103	82-83	-0.19151995098014396
1103	84-85	-0.09985430698686315
1103	86-87	0.3060837642799399
1103	88-89	0.4070214797541212
1103	90-91	0.24213620631677912
1103	92-93	0.3896921062506209
1103	94-95	0.5368959241637796
1103	96-97	0.567613428793603
1103	98-99	0.1493080627794967
1103	100-101	-0.24742378794346465
1104	1	-0.5970448433901083
1104	2	-0.7300876675214063
1104	3	-0.7496783120042991
1104	4	-0.013826335410641377
1104	5	-0.10022039141627914
1104	6	-0.20614278852052337
1104	7	-0.17292516678735836
1104	8	0.08750673914813945
1104	9	0.019852888755089282
1104	10-11	0.37700988997921314
1104	12-13	0.09043111212491084
1104	14-15	-0.004723147565464103
1104	16-17	-0.26051279848410047
1104	18-19	-0.2768123326902341
1104	20-21	-0.908516756106259
1104	22-23	-0.49111286257247144
1104	24-25	-0.6277759355803667
1104	26-27	-0.6232991473999121
1104	28-29	0.08530790357410467
1104	30-31	0.17195696002134042
1104	32-33	-0.0627310285585807
1104	34-35	-0.46192625320857417
1104	36-37	-0.4061830595245226
1104	38-39	-0.19645526521509993
1104	40-41	-0.11661114318803101
1104	42-43	-0.2874582122843563
1104	44-45	-0.722840509833155
1104	46-47	-0.35233963303092963
1104	48-49	-0.14122121827050194
1104	50-51	-0.09027237521835474
