##FastQC	0.11.9
>>Basic Statistics	pass
#Measure	Value
Filename	sel3_SRR5819798.trim_1P.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	1478943
Sequences flagged as poor quality	0
Sequence length	36-101
%GC	43
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	32.090465961162806	33.0	31.0	34.0	30.0	34.0
2	32.26005938024657	34.0	31.0	34.0	30.0	34.0
3	32.30904166015864	34.0	31.0	34.0	30.0	34.0
4	35.863884544570006	37.0	35.0	37.0	35.0	37.0
5	35.87236019238064	37.0	35.0	37.0	35.0	37.0
6	35.83530873062721	37.0	35.0	37.0	35.0	37.0
7	35.81667109550537	37.0	35.0	37.0	35.0	37.0
8	35.81148495919045	37.0	35.0	37.0	33.0	37.0
9	37.440964256228945	39.0	37.0	39.0	34.0	39.0
10-11	37.428859327235735	39.0	37.0	39.0	34.0	39.0
12-13	37.3962617220542	39.0	37.0	39.0	34.0	39.0
14-15	38.67529140744437	40.0	38.0	41.0	34.0	41.0
16-17	38.652608315533456	40.0	38.0	41.0	34.0	41.0
18-19	38.66045784049825	40.0	38.0	41.0	34.0	41.0
20-21	38.60734727437095	40.0	38.0	41.0	34.0	41.0
22-23	38.48385975659643	40.0	38.0	41.0	34.0	41.0
24-25	38.45215366650372	40.0	38.0	41.0	34.0	41.0
26-27	38.40128659454759	40.0	38.0	41.0	34.0	41.0
28-29	38.33176329310866	40.0	38.0	41.0	34.0	41.0
30-31	38.22042330231794	40.0	38.0	41.0	33.0	41.0
32-33	38.10050725416733	40.0	38.0	41.0	33.0	41.0
34-35	37.99860677524421	40.0	37.0	41.0	33.0	41.0
36-37	38.00164414552062	40.0	37.0	41.0	33.0	41.0
38-39	37.96186782982026	40.0	37.0	41.0	33.0	41.0
40-41	37.86999329102295	40.0	37.0	41.0	33.0	41.0
42-43	37.77827162849375	40.0	37.0	41.0	33.0	41.0
44-45	37.74020917429976	40.0	37.0	41.0	33.0	41.0
46-47	37.82753621420413	40.0	37.0	41.0	33.0	41.0
48-49	37.760977120930725	40.0	37.0	41.0	33.0	41.0
50-51	37.31513912692171	39.0	35.5	40.5	31.5	41.0
52-53	37.30934162919742	39.0	36.0	40.0	32.0	41.0
54-55	37.54185276318072	39.0	36.0	41.0	32.0	41.0
56-57	37.46592299288753	39.0	36.0	41.0	32.0	41.0
58-59	37.300566683766945	39.0	35.0	41.0	32.0	41.0
60-61	37.09627030879846	39.0	35.0	40.5	31.0	41.0
62-63	36.85992897517627	38.0	35.0	40.0	31.0	41.0
64-65	36.67351326630927	38.0	35.0	40.0	31.0	41.0
66-67	36.44195589982546	37.5	35.0	40.0	31.0	41.0
68-69	36.19743218759068	37.0	34.5	40.0	31.0	41.0
70-71	35.90895462483783	36.5	34.0	39.5	30.5	41.0
72-73	35.63472354375544	36.0	34.0	39.0	30.0	41.0
74-75	35.36690804658352	36.0	34.0	39.0	30.0	40.5
76-77	34.4053265994727	35.0	32.5	37.0	28.5	40.0
78-79	34.80421857015784	35.0	34.0	37.0	30.0	40.0
80-81	34.688970105432176	35.0	34.0	37.0	30.0	39.5
82-83	34.46629231533856	35.0	34.0	37.0	30.0	39.0
84-85	34.27161596997827	35.0	33.5	36.0	30.0	39.0
86-87	34.104133573885605	35.0	33.0	36.0	29.5	38.5
88-89	33.94802458182868	35.0	33.0	35.5	29.0	38.0
90-91	33.78599963569894	35.0	33.0	35.0	29.0	37.0
92-93	33.60328391372786	35.0	33.0	35.0	29.0	37.0
94-95	33.46966016841026	35.0	33.0	35.0	29.0	36.5
96-97	33.38470421339958	35.0	33.0	35.0	29.0	36.0
98-99	33.34723112132412	35.0	33.0	35.0	29.0	36.0
100-101	32.870117738995766	34.5	32.0	35.0	27.5	35.5
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
1101	1	0.41716826926011663
1101	2	0.3700262083437096
1101	3	0.24067355840648474
1101	4	0.36216714400572414
1101	5	0.3673770285189448
1101	6	0.42938175923983835
1101	7	0.26961394724105503
1101	8	0.22372773789405187
1101	9	0.09498956989041574
1101	10-11	0.08315206271655029
1101	12-13	0.13491014776432309
1101	14-15	0.1060141533958543
1101	16-17	0.3411278447636903
1101	18-19	0.7363602339523041
1101	20-21	0.7724479098530495
1101	22-23	0.5648948118737849
1101	24-25	0.63286246728088
1101	26-27	0.4583322583839191
1101	28-29	0.6681722831484578
1101	30-31	0.4697224417818404
1101	32-33	0.4959412124194529
1101	34-35	0.5076519863395106
1101	36-37	0.5244286445507669
1101	38-39	0.6690608412725112
1101	40-41	0.5910404228536592
1101	42-43	0.5299600605269035
1101	44-45	0.6154779513221698
1101	46-47	0.5907145464174306
1101	48-49	0.6825057991391148
1101	50-51	0.7463433583807912
1101	52-53	0.7994300200015019
1101	54-55	0.5765764514383847
1101	56-57	0.3510063476646721
1101	58-59	0.4698290422954088
1101	60-61	0.4502591014003485
1101	62-63	0.49394357764312247
1101	64-65	0.5803733000514271
1101	66-67	0.5227345147511144
1101	68-69	0.5752204287447213
1101	70-71	0.6090257636497967
1101	72-73	0.5172818681851794
1101	74-75	0.35543438330604715
1101	76-77	0.23185801275212015
1101	78-79	0.45449714329483726
1101	80-81	0.25660686583575654
1101	82-83	0.5533275268451874
1101	84-85	0.4020709109535332
1101	86-87	0.331330077741967
1101	88-89	0.33574375866438544
1101	90-91	0.16212759703906698
1101	92-93	0.1379868794284249
1101	94-95	0.06045051500057497
1101	96-97	0.09412791806614962
1101	98-99	-0.021547447457820113
1101	100-101	0.15276515693974346
1102	1	0.32964589300600267
1102	2	0.3122746576172588
1102	3	0.3106800110937158
1102	4	0.1871380028375782
1102	5	0.19533485708561216
1102	6	0.208871580646111
1102	7	0.23053876302724063
1102	8	0.27128508354993386
1102	9	0.2724696914507163
1102	10-11	0.37167564624762406
1102	12-13	0.40929506096527035
1102	14-15	0.4830045992557217
1102	16-17	0.4304325156766424
1102	18-19	0.4296052071007992
1102	20-21	0.36317061082302615
1102	22-23	0.3723991830490121
1102	24-25	0.35855040700028695
1102	26-27	0.3248266799317321
1102	28-29	0.2748992095878222
1102	30-31	0.3178475198385442
1102	32-33	0.3201028834572952
1102	34-35	0.41653900186759074
1102	36-37	0.4074648309724651
1102	38-39	0.48582303912269964
1102	40-41	0.44261484627894987
1102	42-43	0.345233257052179
1102	44-45	0.26345437657409576
1102	46-47	0.39918829624463115
1102	48-49	0.3959086669701932
1102	50-51	0.41709160787951305
1102	52-53	0.36572972837996787
1102	54-55	0.3937628275922833
1102	56-57	0.46514181593976645
1102	58-59	0.3329289581283703
1102	60-61	0.4345278516167781
1102	62-63	0.43513748188304646
1102	64-65	0.45522964389124354
1102	66-67	0.4301992162248638
1102	68-69	0.43969114939641685
1102	70-71	0.18643710645881129
1102	72-73	0.1692750004519965
1102	74-75	0.179485063538678
1102	76-77	0.049064825650560806
1102	78-79	0.1624020886680313
1102	80-81	0.23850496778019448
1102	82-83	0.29700717065463067
1102	84-85	0.18848307855144952
1102	86-87	0.14933699424914693
1102	88-89	0.14695449290484675
1102	90-91	0.14931663866574496
1102	92-93	0.13506269905276724
1102	94-95	0.0970631952375598
1102	96-97	0.07418945583830094
1102	98-99	-0.02927053076749786
1102	100-101	-0.03639218569995961
1103	1	0.23675167446970846
1103	2	0.2880489404081885
1103	3	0.30256620402778367
1103	4	0.17827653008664157
1103	5	0.10133185189501859
1103	6	0.27711669876794787
1103	7	0.16916687691732335
1103	8	0.2834640957803174
1103	9	0.33786423686375144
1103	10-11	0.2915716475592802
1103	12-13	0.33319997200290885
1103	14-15	0.41696641797714307
1103	16-17	0.38183735926352824
1103	18-19	0.44468278584695753
1103	20-21	0.33610391966654873
1103	22-23	0.37938578421579905
