##FastQC	0.11.9
>>Basic Statistics	pass
#Measure	Value
Filename	sel3_SRR5819798.trim_2P.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	1478943
Sequences flagged as poor quality	0
Sequence length	36-101
%GC	43
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	32.10726985421345	34.0	31.0	34.0	30.0	34.0
2	32.29425948126466	34.0	31.0	34.0	30.0	34.0
3	32.339200361339145	34.0	31.0	34.0	30.0	34.0
4	35.834361432455474	37.0	35.0	37.0	35.0	37.0
5	35.8308873296672	37.0	35.0	37.0	35.0	37.0
6	35.82474578127758	37.0	35.0	37.0	35.0	37.0
7	35.80382475862829	37.0	35.0	37.0	33.0	37.0
8	35.78893101356847	37.0	35.0	37.0	33.0	37.0
9	37.46832771783632	39.0	37.0	39.0	34.0	39.0
10-11	37.45839663868046	39.0	37.0	39.0	34.0	39.0
12-13	37.4170728689341	39.0	37.0	39.0	34.0	39.0
14-15	38.78025556089721	40.0	38.0	41.0	34.0	41.0
16-17	38.740738486878804	40.0	38.0	41.0	34.0	41.0
18-19	38.73953357228777	40.0	38.0	41.0	34.0	41.0
20-21	38.68580601145548	40.0	38.0	41.0	34.0	41.0
22-23	38.605828622198416	40.0	38.0	41.0	34.0	41.0
24-25	38.5845492355013	40.0	38.0	41.0	34.0	41.0
26-27	38.47960638104376	40.0	38.0	41.0	34.0	41.0
28-29	38.39520894314386	40.0	38.0	41.0	34.0	41.0
30-31	38.287367058771025	40.0	38.0	41.0	33.5	41.0
32-33	38.19868514202373	40.0	38.0	41.0	33.0	41.0
34-35	38.09901835297236	40.0	38.0	41.0	33.0	41.0
36-37	38.01081275631197	40.0	37.0	41.0	33.0	41.0
38-39	37.97835868931351	40.0	37.0	41.0	33.0	41.0
40-41	37.98838521745594	40.0	37.0	41.0	33.0	41.0
42-43	38.04923266785936	40.0	37.0	41.0	33.0	41.0
44-45	37.9733759677882	40.0	37.0	41.0	33.0	41.0
46-47	38.04096270834371	40.0	37.0	41.0	33.0	41.0
48-49	37.96409109540552	40.0	37.0	41.0	33.0	41.0
50-51	37.402548268878725	39.0	36.0	40.5	32.0	41.0
52-53	37.500439344919286	39.0	36.5	40.5	32.5	41.0
54-55	37.80945866763871	40.0	37.0	41.0	33.0	41.0
56-57	37.7463614573247	40.0	36.0	41.0	33.0	41.0
58-59	37.59722878141275	39.0	36.0	41.0	32.5	41.0
60-61	37.39824824371436	39.0	35.5	41.0	32.0	41.0
62-63	37.16849884044272	39.0	35.0	40.5	32.0	41.0
64-65	36.94447377353269	38.5	35.0	40.0	31.0	41.0
66-67	36.75965863808244	38.0	35.0	40.0	31.0	41.0
68-69	36.532098689013	37.5	35.0	40.0	31.0	41.0
70-71	36.22182096388231	37.0	35.0	39.5	31.0	41.0
72-73	35.90242328135791	36.5	34.0	39.0	31.0	41.0
74-75	35.57984391624244	36.0	34.0	39.0	31.0	40.5
76-77	34.68885056083951	35.0	33.5	38.0	29.5	40.0
78-79	34.831650291933215	35.0	34.0	37.0	30.0	39.5
80-81	34.76006886072645	35.0	34.0	37.0	30.0	39.0
82-83	34.560380551103634	35.0	34.0	37.0	30.0	39.0
84-85	34.321447573028706	35.0	34.0	36.0	30.0	39.0
86-87	34.08723854093593	35.0	34.0	36.0	30.0	37.5
88-89	33.91340425223363	35.0	33.0	35.5	30.0	37.0
90-91	33.74074763175527	35.0	33.0	35.0	29.0	37.0
92-93	33.57910215891694	35.0	33.0	35.0	29.0	36.0
94-95	33.500237107481624	35.0	33.0	35.0	29.0	36.0
96-97	33.47717555965002	35.0	33.0	35.0	29.0	36.0
98-99	33.4665856061024	35.0	33.0	35.0	29.5	36.0
100-101	33.02876152844098	34.5	32.0	35.0	28.5	35.5
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
1101	1	0.10363062746545637
1101	2	0.2559531932151913
1101	3	0.2910248971392875
1101	4	0.1756939896319949
1101	5	0.23943086679666692
1101	6	0.4079547268738182
1101	7	0.39349873894681053
1101	8	0.4382877878182967
1101	9	0.592719850799611
1101	10-11	0.5391820718165974
1101	12-13	0.4330514524856568
1101	14-15	0.6513687348011032
1101	16-17	0.5954612115993427
1101	18-19	0.5013985355886206
1101	20-21	0.4157017059240147
1101	22-23	0.5682121336671315
1101	24-25	0.42936919029524034
1101	26-27	0.5496808397985617
1101	28-29	0.37929822930709634
1101	30-31	-0.11098509879939655
1101	32-33	-0.12100565834971633
1101	34-35	0.13036190077909993
1101	36-37	0.37794915967710097
1101	38-39	0.5578907588370825
1101	40-41	0.6445142303929643
1101	42-43	0.6425808153969896
1101	44-45	0.501471829991921
1101	46-47	0.47753182869417543
1101	48-49	0.618579973727698
1101	50-51	0.5285718889733957
1101	52-53	0.49651434042793596
1101	54-55	0.6351646167554392
1101	56-57	0.4441535169523121
1101	58-59	0.2054676236132238
1101	60-61	0.1861387373275889
1101	62-63	0.23585644552932905
1101	64-65	0.515484398195106
1101	66-67	0.09564045792981091
1101	68-69	0.5054056765985635
1101	70-71	0.4090045409244496
1101	72-73	0.056351877424113184
1101	74-75	-0.074506496841245
1101	76-77	-0.14053810095489894
1101	78-79	0.1390017626635256
1101	80-81	0.24229681751332066
1101	82-83	0.3020851787161831
1101	84-85	0.1116783612674368
1101	86-87	-0.2718900667359918
1101	88-89	-0.1590560981642355
1101	90-91	-0.4460044260159677
1101	92-93	-0.414616041117732
1101	94-95	-0.15668432962824852
1101	96-97	-0.14994120388066534
1101	98-99	-0.14519606580032018
1101	100-101	-0.17187627711271602
1102	1	0.37223414105773145
1102	2	0.28681681254827396
1102	3	0.31683564606731096
1102	4	0.2934347164959874
1102	5	0.30951017240426637
1102	6	0.27658009634220093
1102	7	0.3305746308747075
1102	8	0.21719998964169918
1102	9	0.29201421822811113
1102	10-11	0.4030225655512467
1102	12-13	0.4492560234860292
1102	14-15	0.5337737137778333
1102	16-17	0.362474970393734
1102	18-19	0.43466265864761056
1102	20-21	0.40748493726326274
1102	22-23	0.3365086242378865
1102	24-25	0.4463621339695223
1102	26-27	0.2645006849340703
1102	28-29	0.49549083161340945
1102	30-31	0.52586651020939
1102	32-33	0.4815972724191937
1102	34-35	0.33367879016755353
1102	36-37	0.43475838529059985
1102	38-39	0.32490537063556957
1102	40-41	0.3668939432920766
1102	42-43	0.26478829220607736
1102	44-45	0.3524385826564327
1102	46-47	0.4082742329593714
1102	48-49	0.5080169266383336
1102	50-51	0.40167435907941496
1102	52-53	0.4072485006737594
1102	54-55	0.40213382432957445
1102	56-57	0.4206739363955734
1102	58-59	0.4723441766447749
1102	60-61	0.3694641688214446
1102	62-63	0.2698610718350949
1102	64-65	0.17255508329268565
1102	66-67	0.22830500999155134
1102	68-69	0.18763058094335605
1102	70-71	0.23028400146508687
1102	72-73	0.14978874676710774
1102	74-75	0.10129365491157927
1102	76-77	0.23664617701405177
1102	78-79	0.4681678910270648
1102	80-81	0.2906957073151233
1102	82-83	0.19891975391949757
1102	84-85	0.1401293277374549
1102	86-87	0.18029787518320717
1102	88-89	0.05646704692497195
1102	90-91	0.1517341491014932
1102	92-93	0.16570330411656897
1102	94-95	-0.054860814884257536
1102	96-97	-0.007999978194938251
1102	98-99	0.09158989321252875
1102	100-101	0.01883794654010984
1103	1	0.29611285007101884
1103	2	0.18937900733360635
1103	3	0.27232748660127015
1103	4	0.2721519276459077
1103	5	0.1946399787894606
1103	6	0.18394997345730246
1103	7	0.13849615140153304
1103	8	0.16363423138106015
1103	9	0.23766551234869127
1103	10-11	0.23033098983933087
1103	12-13	0.22672586262116567
1103	14-15	0.38243652848749576
1103	16-17	0.35341192365346785
1103	18-19	0.4398976155725194
1103	20-21	0.38672359464040795
1103	22-23	0.36597630287342753
